Asset Name,Asset Type,Cloud,Critical Alerts,High Alerts,Medium Alerts,Low Alerts,Informational Alerts,Critical Vulnerability,High Vulnerability,Medium Vulnerability,Low Vulnerability,Account ID,Account Name,Asset ID,Region ID,Region,Actions
"Atlantis-instance","EC2 Instance","aws",31,4,1,0,0,29,233,672,44,"851725545841","blockchaindev - 851725545841","i-0f974385cf8caecad","ap-northeast-2","AWS Seoul",
"uplus-rabbitmq-common-master","EC2 Instance","aws",20,5,2,0,0,4,330,1019,31,"771097826720","anypointmedia - uplus - 771097826720","i-0baa780bdcb9a0e14","ap-northeast-2","AWS Seoul",
"prod-bi-server","EC2 Instance","aws",20,5,2,0,0,44,180,633,138,"771097826720","anypointmedia - uplus - 771097826720","i-0fac195ec2900f374","ap-northeast-2","AWS Seoul",
"prod-bi-worker","EC2 Instance","aws",20,5,2,0,0,43,178,629,138,"771097826720","anypointmedia - uplus - 771097826720","i-02d9b9b2784e03816","ap-northeast-2","AWS Seoul",
"uplus-redis","EC2 Instance","aws",20,5,2,0,0,8,344,271,50,"771097826720","anypointmedia - uplus - 771097826720","i-0775c388992258fcf","ap-northeast-2","AWS Seoul",
"uplus-rabbitmq-common-slave","EC2 Instance","aws",20,5,2,0,0,4,548,1774,42,"771097826720","anypointmedia - uplus - 771097826720","i-0faf02a81f13effeb","ap-northeast-2","AWS Seoul",
"uplus-env-manager-prod","EC2 Instance","aws",20,3,1,0,0,9,169,440,29,"771097826720","anypointmedia - uplus - 771097826720","i-0983935963922f54a","ap-northeast-2","AWS Seoul",
"uplus-assign-dashboard-prod","EC2 Instance","aws",20,3,1,0,0,10,175,446,28,"771097826720","anypointmedia - uplus - 771097826720","i-069d69d76555bdf87","ap-northeast-2","AWS Seoul",
"uplus-assign-tuner-prod","EC2 Instance","aws",20,3,1,0,0,35,214,451,29,"771097826720","anypointmedia - uplus - 771097826720","i-06a388c61803fd11c","ap-northeast-2","AWS Seoul",
"uplus-assign-event-prod","EC2 Instance","aws",20,3,1,0,0,10,172,447,28,"771097826720","anypointmedia - uplus - 771097826720","i-0c161645438538bf0","ap-northeast-2","AWS Seoul",
"uplus-api-stats-prod","EC2 Instance","aws",20,3,1,0,0,35,235,456,31,"771097826720","anypointmedia - uplus - 771097826720","i-0e1a702ef1c32d9b3","ap-northeast-2","AWS Seoul",
"uplus-device-worker-prod","EC2 Instance","aws",19,3,1,0,0,23,91,74,11,"771097826720","anypointmedia - uplus - 771097826720","i-0e1b2e19f01832521","ap-northeast-2","AWS Seoul",
"uplus-device-worker-prod","EC2 Instance","aws",19,3,1,0,0,23,91,74,11,"771097826720","anypointmedia - uplus - 771097826720","i-07d8853ee4e89f3af","ap-northeast-2","AWS Seoul",
"uplus-device-api-gateway-prod","EC2 Instance","aws",19,3,1,0,0,23,80,64,11,"771097826720","anypointmedia - uplus - 771097826720","i-016b8a4d5bddc16b9","ap-northeast-2","AWS Seoul",
"uplus-device-api-gateway-prod","EC2 Instance","aws",19,3,1,0,0,23,80,64,11,"771097826720","anypointmedia - uplus - 771097826720","i-08d739bd118beca70","ap-northeast-2","AWS Seoul",
"art-device-gateway-prod","EC2 Instance","aws",19,3,1,0,0,23,80,64,11,"771097826720","anypointmedia - uplus - 771097826720","i-02cdff8d40d86c941","ap-northeast-2","AWS Seoul",
"art-device-gateway-prod","EC2 Instance","aws",19,3,1,0,0,23,80,64,11,"771097826720","anypointmedia - uplus - 771097826720","i-019996adac49eca27","ap-northeast-2","AWS Seoul",
"art-device-gateway-prod","EC2 Instance","aws",19,3,1,0,0,23,80,64,11,"771097826720","anypointmedia - uplus - 771097826720","i-025e6cd6c15ad692a","ap-northeast-2","AWS Seoul",
"art-device-gateway-prod","EC2 Instance","aws",19,3,1,0,0,23,80,64,11,"771097826720","anypointmedia - uplus - 771097826720","i-045c4bdb10ac1485e","ap-northeast-2","AWS Seoul",
"uplus-assign-prod","EC2 Instance","aws",18,3,1,0,0,32,92,43,11,"771097826720","anypointmedia - uplus - 771097826720","i-057fcee7e3d9732f3","ap-northeast-2","AWS Seoul",
"art-assign-prod-v2","EC2 Instance","aws",18,3,1,0,0,32,93,43,11,"771097826720","anypointmedia - uplus - 771097826720","i-096d6445b48688ec3","ap-northeast-2","AWS Seoul",
"art-assign-prod-v2","EC2 Instance","aws",18,3,1,0,0,32,93,43,11,"771097826720","anypointmedia - uplus - 771097826720","i-0e84d0ede5606ba3d","ap-northeast-2","AWS Seoul",
"art-assign-prod-v2","EC2 Instance","aws",18,3,1,0,0,32,93,43,11,"771097826720","anypointmedia - uplus - 771097826720","i-0cd548e4a0344608a","ap-northeast-2","AWS Seoul",
"uplus-assign-prod","EC2 Instance","aws",18,3,1,0,0,32,92,43,11,"771097826720","anypointmedia - uplus - 771097826720","i-09fa831abc2f5f819","ap-northeast-2","AWS Seoul",
"uplus-assign-prod","EC2 Instance","aws",18,3,1,0,0,32,92,43,11,"771097826720","anypointmedia - uplus - 771097826720","i-0e69f8c64a8791eda","ap-northeast-2","AWS Seoul",
"uplus-totalad-adapter-prod-2","EC2 Instance","aws",20,2,0,0,0,8,57,72,14,"771097826720","anypointmedia - uplus - 771097826720","i-005aec9b8ecfbb5da","ap-northeast-2","AWS Seoul",
"art-assign-prod-v2","EC2 Instance","aws",18,3,1,0,0,32,93,43,11,"771097826720","anypointmedia - uplus - 771097826720","i-0c509be814b76485d","ap-northeast-2","AWS Seoul",
"art-assign-prod-v2","EC2 Instance","aws",18,3,1,0,0,32,93,43,11,"771097826720","anypointmedia - uplus - 771097826720","i-0925330d814646617","ap-northeast-2","AWS Seoul",
"art-assign-prod-v2","EC2 Instance","aws",18,3,1,0,0,32,93,43,11,"771097826720","anypointmedia - uplus - 771097826720","i-080542105f8a6ecf2","ap-northeast-2","AWS Seoul",
"ec2-az2a-luiot-prd-p2prelay2","EC2 Instance","aws",10,3,2,0,0,12,230,586,369,"743932516527","svcalliance3 - 743932516527","i-09963ce82d5e39ec4","ap-northeast-2","AWS Seoul",
"ec2-az2a-luiot-prd-coap2","EC2 Instance","aws",10,3,2,0,0,12,230,586,369,"743932516527","svcalliance3 - 743932516527","i-0e8b3619d12f8c6cc","ap-northeast-2","AWS Seoul",
"ec2-az2a-luiot-prd-p2prelay1","EC2 Instance","aws",10,3,2,0,0,12,230,586,369,"743932516527","svcalliance3 - 743932516527","i-023f9105d44784527","ap-northeast-2","AWS Seoul",
"ec2-az2a-luiot-prd-coap5","EC2 Instance","aws",10,3,2,0,0,12,230,586,369,"743932516527","svcalliance3 - 743932516527","i-01eebd25ab606567a","ap-northeast-2","AWS Seoul",
"ec2-az2c-luiot-prd-coap4","EC2 Instance","aws",10,3,2,0,0,12,230,586,370,"743932516527","svcalliance3 - 743932516527","i-08863e2fc2086597a","ap-northeast-2","AWS Seoul",
"ec2-az2c-luiot-prd-p2prelay3","EC2 Instance","aws",10,3,2,0,0,12,230,586,369,"743932516527","svcalliance3 - 743932516527","i-081a634f1b8f789ac","ap-northeast-2","AWS Seoul",
"ec2-az2a-luiot-prd-p2p1","EC2 Instance","aws",10,3,2,0,0,12,230,586,370,"743932516527","svcalliance3 - 743932516527","i-0e2c478d7d6b8423d","ap-northeast-2","AWS Seoul",
"ec2-az2a-luiot-prd-coap1","EC2 Instance","aws",10,3,2,0,0,12,230,586,369,"743932516527","svcalliance3 - 743932516527","i-0ffb2ed06207e3b46","ap-northeast-2","AWS Seoul",
"ec2-az2c-luiot-prd-coap3","EC2 Instance","aws",10,3,2,0,0,12,230,586,369,"743932516527","svcalliance3 - 743932516527","i-0d86d5ac7bde2ca77","ap-northeast-2","AWS Seoul",
"ec2-az2c-luiot-prd-p2p3","EC2 Instance","aws",10,3,2,0,0,12,230,586,369,"743932516527","svcalliance3 - 743932516527","i-0694a00d6a8ec3519","ap-northeast-2","AWS Seoul",
"ec2-az2c-luiot-prd-p2p2","EC2 Instance","aws",10,3,2,0,0,12,230,586,370,"743932516527","svcalliance3 - 743932516527","i-0842ee857bf1be296","ap-northeast-2","AWS Seoul",
"nodeg-prd-mpay-eksweb-ng-1-30","EC2 Instance","aws",11,3,1,0,0,5,152,410,21,"575219035219","LGUplus_micropay_prod - 575219035219","i-09b760049ea6ec7f7","ap-northeast-2","AWS Seoul",
"nodeg-prd-mpay-eksweb-ng-1-30","EC2 Instance","aws",11,3,1,0,0,5,152,410,21,"575219035219","LGUplus_micropay_prod - 575219035219","i-08ba09102424c1593","ap-northeast-2","AWS Seoul",
"nodeg-prd-mpay-eksweb-ng-1-30","EC2 Instance","aws",11,3,1,0,0,6,155,412,21,"575219035219","LGUplus_micropay_prod - 575219035219","i-0cd226274c43a84f6","ap-northeast-2","AWS Seoul",
"nodeg-prd-mpay-eksweb-ng-1-30","EC2 Instance","aws",11,3,1,0,0,6,155,412,21,"575219035219","LGUplus_micropay_prod - 575219035219","i-08ed5f3b2714eff85","ap-northeast-2","AWS Seoul",
"timbel-tts","EC2 Instance","aws",8,4,2,0,0,13,100,1500,83,"932507484725","aws-AICC-bmt - 932507484725","i-02ed847bf9ee28e9e","ap-northeast-2","AWS Seoul",
"ec2-az2c-luiot-prd-nginx2","EC2 Instance","aws",10,3,1,0,0,12,230,577,366,"743932516527","svcalliance3 - 743932516527","i-083d0da13e8851bc3","ap-northeast-2","AWS Seoul",
"ec2-az2a-luiot-prd-nginx1","EC2 Instance","aws",10,3,1,0,0,12,230,577,387,"743932516527","svcalliance3 - 743932516527","i-01b4b4b1c9f74f68a","ap-northeast-2","AWS Seoul",
"ec2-az01-prod-nai-push-wst1","EC2 Instance","aws",10,3,1,0,0,34,1057,1275,303,"671525817192","LG U Plus Prod - 671525817192","i-0de8a367c93bbfe54","ap-northeast-2","AWS Seoul",
"ec2-az02-prod-nai-push-wst2","EC2 Instance","aws",10,3,1,0,0,30,1049,1257,293,"671525817192","LG U Plus Prod - 671525817192","i-0400f45f27ab8e72c","ap-northeast-2","AWS Seoul",
"ec2-az02-prod-nai-push-wst1","EC2 Instance","aws",10,3,1,0,0,34,1057,1275,303,"671525817192","LG U Plus Prod - 671525817192","i-0336b9f57452229b0","ap-northeast-2","AWS Seoul",
"ec2-az01-prod-nai-push-wst2","EC2 Instance","aws",10,3,1,0,0,30,1049,1257,293,"671525817192","LG U Plus Prod - 671525817192","i-09b640a0a3828a660","ap-northeast-2","AWS Seoul",
"ec2-prd-livc-record-2","EC2 Instance","aws",6,5,2,0,0,13,631,1276,216,"105245712681","eduworks - 105245712681","i-0ce53cd53ae5e8f32","ap-northeast-2","AWS Seoul",
"ec2-prd-livc-turn-2","EC2 Instance","aws",6,5,2,0,0,13,631,1276,216,"105245712681","eduworks - 105245712681","i-04b9954371d621626","ap-northeast-2","AWS Seoul",
"ec2-prd-livc-turn-1","EC2 Instance","aws",6,5,2,0,0,13,632,1276,216,"105245712681","eduworks - 105245712681","i-0792cfcd0d5cb942d","ap-northeast-2","AWS Seoul",
"ec2-prd-livc-record-1","EC2 Instance","aws",6,5,2,0,0,13,631,1276,216,"105245712681","eduworks - 105245712681","i-02bb5ae41fdd002bf","ap-northeast-2","AWS Seoul",
"ec2-prd-livc-fdcms-2","EC2 Instance","aws",6,5,2,0,0,13,631,1276,216,"105245712681","eduworks - 105245712681","i-0844623e49bdeebce","ap-northeast-2","AWS Seoul",
"ec2-prd-livc-fdcms-1","EC2 Instance","aws",6,5,2,0,0,13,632,1269,215,"105245712681","eduworks - 105245712681","i-0fbd0682c65af1cc3","ap-northeast-2","AWS Seoul",
"eks-aidt-dev-service-ng","EC2 Instance","aws",9,3,1,0,0,4,113,332,19,"195275648244","aws-dev-aiplatform - 195275648244","i-016a2afbeefb85335","ap-northeast-2","AWS Seoul",
"eks-aidt-dev-service-ng","EC2 Instance","aws",9,3,1,0,0,4,113,332,19,"195275648244","aws-dev-aiplatform - 195275648244","i-05ec760fe5f38fae8","ap-northeast-2","AWS Seoul",
"eks-aidt-dev-service-ng","EC2 Instance","aws",9,3,1,0,0,12,130,367,26,"195275648244","aws-dev-aiplatform - 195275648244","i-0f508a0981e95bfcc","ap-northeast-2","AWS Seoul",
"eks-aidt-dev-service-ng","EC2 Instance","aws",9,3,1,0,0,11,123,347,21,"195275648244","aws-dev-aiplatform - 195275648244","i-0039b858119fdd634","ap-northeast-2","AWS Seoul",
"ec2-az01-ufsm-prd-image","EC2 Instance","aws",9,3,1,0,0,29,468,1056,239,"846607658388","Flagship_app_stg - 846607658388","i-0485122390554cbd3","ap-northeast-2","AWS Seoul",
"ec2-az03-ufsm-prd-image","EC2 Instance","aws",9,3,1,0,0,27,452,1035,237,"846607658388","Flagship_app_stg - 846607658388","i-0563909f687af5f88","ap-northeast-2","AWS Seoul",
"ec2-az03-prod-was1","EC2 Instance","aws",11,1,0,0,0,40,573,1161,171,"529826819432","U+iptv_aws_live - 529826819432","i-007ae7d5aa5adbeb7","ap-northeast-2","AWS Seoul",
"ec2-az01-prod-was1","EC2 Instance","aws",11,1,0,0,0,40,573,1161,171,"529826819432","U+iptv_aws_live - 529826819432","i-0339e67983cc0595a","ap-northeast-2","AWS Seoul",
"teumv3api-teum_apnortheast2-v076","EC2 Instance","aws",8,3,1,0,0,46,501,1552,67,"846607658388","Flagship_app_stg - 846607658388","i-039e68f32986e36b6","ap-northeast-2","AWS Seoul",
"teumv3api-teum_apnortheast2-v076","EC2 Instance","aws",8,3,1,0,0,46,501,1552,67,"846607658388","Flagship_app_stg - 846607658388","i-038c5ff2a436dff45","ap-northeast-2","AWS Seoul",
"sscare-free2_API","EC2 Instance","aws",11,1,0,0,0,11,325,1016,96,"759727668558","onnetsolution - 759727668558","i-06a65e3b5556d55fa","ap-northeast-2","AWS Seoul",
"ec2-stg-aibzc-sip-az2c-02","EC2 Instance","aws",9,1,1,0,0,10,182,2536,1378,"637423395933","aws-stg-mvoip070 - 637423395933","i-016ce0b1561290625","ap-northeast-2","AWS Seoul",
"ec2-dev-aibzc-sip-az2c-02","EC2 Instance","aws",9,1,1,0,0,10,177,2538,1378,"654654503693","aws-dev-mvoip070 - 654654503693","i-005eb80bd9a4b8b7e","ap-northeast-2","AWS Seoul",
"peoplecount","EC2 Instance","aws",5,5,1,0,0,3,312,913,96,"427743469876","LGUplus_Store_count - 427743469876","i-0a70f3a488a11ffc9","ap-northeast-2","AWS Seoul",
"ec2-prd-aibzc-sip-az2c-02","EC2 Instance","aws",9,1,1,0,0,25,220,2577,1397,"905418323166","aws-prd-mvoip070 - 905418323166","i-0b2ba27295cfc8023","ap-northeast-2","AWS Seoul",
"ec2-poc-1m2m-lbk-azc","EC2 Instance","aws",10,1,0,0,0,47,157,175,33,"593793051313","aws-oneM2M-1m2mdev - 593793051313","i-0339b0144ef9d9628","ap-northeast-2","AWS Seoul",
"ec2-prod-pwr-app-2b","EC2 Instance","aws",10,1,0,0,0,41,474,1012,229,"806758131976","U+tv - 806758131976","i-067cf821d78b7176c","ap-northeast-2","AWS Seoul",
"hfit_API","EC2 Instance","aws",10,1,0,0,0,8,300,990,93,"759727668558","onnetsolution - 759727668558","i-02e31e9735c08a4c9","ap-northeast-2","AWS Seoul",
"hfit_CMS","EC2 Instance","aws",10,1,0,0,0,10,316,1015,93,"759727668558","onnetsolution - 759727668558","i-0d239e3f1fd4c66e6","ap-northeast-2","AWS Seoul",
"sscare-free2_CMS","EC2 Instance","aws",10,1,0,0,0,10,312,1010,93,"759727668558","onnetsolution - 759727668558","i-0167c18d6934cef6a","ap-northeast-2","AWS Seoul",
"hfit_Auth","EC2 Instance","aws",10,1,0,0,0,6,294,988,93,"759727668558","onnetsolution - 759727668558","i-06c33e4420ea192e5","ap-northeast-2","AWS Seoul",
"ec2-poc-1m2m-lbk-azb","EC2 Instance","aws",9,1,0,0,0,46,154,157,31,"593793051313","aws-oneM2M-1m2mdev - 593793051313","i-069e1e7321e772ee5","ap-northeast-2","AWS Seoul",
"ec2-poc-1m2m-lbk-aza","EC2 Instance","aws",9,1,0,0,0,46,154,157,31,"593793051313","aws-oneM2M-1m2mdev - 593793051313","i-033eea97dd3789007","ap-northeast-2","AWS Seoul",
"ec2-prod-pwr-app-2d","EC2 Instance","aws",9,1,0,0,0,41,474,1012,229,"806758131976","U+tv - 806758131976","i-0a2c1069e394919cb","ap-northeast-2","AWS Seoul",
"ec2-prd-spam-evan-web-az2c","EC2 Instance","aws",6,3,1,0,0,8,813,2468,164,"576229193210","aws-prd-spam - 576229193210","i-04f11d006eb19c751","ap-northeast-2","AWS Seoul",
"ec2-prd-spam-evan-web-az2a","EC2 Instance","aws",6,3,1,0,0,8,813,2469,164,"576229193210","aws-prd-spam - 576229193210","i-05483080ed5194931","ap-northeast-2","AWS Seoul",
"dev-shd-devops-gitrunner-eksng-nerget","EC2 Instance","aws",6,3,0,0,0,2,73,72,12,"826990675396","ifn-com-devops - 826990675396","i-00e21323217139f55","ap-northeast-2","AWS Seoul",
"ec2-stg-fleet-mgmt-system-ufms-frontweb","EC2 Instance","aws",8,1,0,0,0,17,143,404,37,"642025919684","fms_stg - 642025919684","i-061ef6ea80b197810","ap-northeast-2","AWS Seoul",
"teumv1api-teum_apnortheast2-v052","EC2 Instance","aws",5,3,1,0,0,8,449,1517,64,"846607658388","Flagship_app_stg - 846607658388","i-07ea6c8c242aacffa","ap-northeast-2","AWS Seoul",
"teumv1api-teum_apnortheast2-v052","EC2 Instance","aws",5,3,1,0,0,8,449,1517,64,"846607658388","Flagship_app_stg - 846607658388","i-0d3eeaeb978d3634a","ap-northeast-2","AWS Seoul",
"teumposapi-teum_apnortheast2-v047","EC2 Instance","aws",5,3,1,0,0,8,449,1517,64,"846607658388","Flagship_app_stg - 846607658388","i-0006adfe534ddb633","ap-northeast-2","AWS Seoul",
"teumadminapi-teum_apnortheast2-v098","EC2 Instance","aws",5,3,1,0,0,8,449,1520,66,"846607658388","Flagship_app_stg - 846607658388","i-04498b2dfcfd6a862","ap-northeast-2","AWS Seoul",
"teumposapi-teum_apnortheast2-v047","EC2 Instance","aws",5,3,1,0,0,8,449,1517,64,"846607658388","Flagship_app_stg - 846607658388","i-042e963bd7246a90e","ap-northeast-2","AWS Seoul",
"teumadminapi-teum_apnortheast2-v098","EC2 Instance","aws",5,3,1,0,0,8,449,1520,66,"846607658388","Flagship_app_stg - 846607658388","i-0eb7a02abb60a1512","ap-northeast-2","AWS Seoul",
"PRD-RCS-MAAP-IMAGE-PROXY-C1","EC2 Instance","aws",5,3,1,0,0,10,617,1437,261,"158060049443","RCSMaaP_PRD - 158060049443","i-0daa03d263c8763cd","ap-northeast-2","AWS Seoul",
"PRD-RCS-MAAP-IMAGE-PROXY-A1","EC2 Instance","aws",5,3,1,0,0,10,614,1435,261,"158060049443","RCSMaaP_PRD - 158060049443","i-0d81fece90b4143aa","ap-northeast-2","AWS Seoul",
"teumschedulerapi-teum_apnortheast2-v133","EC2 Instance","aws",5,3,1,0,0,11,490,1664,74,"846607658388","Flagship_app_stg - 846607658388","i-0982452ec85c1b94e","ap-northeast-2","AWS Seoul",
"ec2-prd-fleet-mgmt-system-ufms-interface-server(#1)","EC2 Instance","aws",8,1,0,0,0,20,176,513,53,"756588537635","fms_prd - 756588537635","i-030d6f1faca8af305","ap-northeast-2","AWS Seoul",
"ec2-prd-fleet-mgmt-system-ufms-backend-vehicle(#1)","EC2 Instance","aws",8,1,0,0,0,18,147,408,46,"756588537635","fms_prd - 756588537635","i-028a0ab4005509609","ap-northeast-2","AWS Seoul",
"ec2-prd-fleet-mgmt-system-ufms-frontweb(#2)","EC2 Instance","aws",8,1,0,0,0,18,171,503,44,"756588537635","fms_prd - 756588537635","i-09feec77d51eaa01d","ap-northeast-2","AWS Seoul",
"ec2-prd-fleet-mgmt-system-ufms-interface-server(#2)","EC2 Instance","aws",8,1,0,0,0,19,176,507,53,"756588537635","fms_prd - 756588537635","i-0fde26c17616d4399","ap-northeast-2","AWS Seoul",
"ec2-prd-fleet-mgmt-system-ufms-gw-service(#1)","EC2 Instance","aws",8,1,0,0,0,18,170,489,49,"756588537635","fms_prd - 756588537635","i-0fa88b31d2c6b7cf6","ap-northeast-2","AWS Seoul",
"ec2-prd-fleet-mgmt-system-ufms-ai-service(#2)","EC2 Instance","aws",8,1,0,0,0,24,196,582,55,"756588537635","fms_prd - 756588537635","i-046844b333c0bef11","ap-northeast-2","AWS Seoul",
"ec2-prd-fleet-mgmt-system-ufms-backend-business(#1)","EC2 Instance","aws",8,1,0,0,0,18,147,408,46,"756588537635","fms_prd - 756588537635","i-0058b9d2d797d09bc","ap-northeast-2","AWS Seoul",
"ec2-prd-fleet-mgmt-system-ufms-device-gw(#2)","EC2 Instance","aws",8,1,0,0,0,19,176,507,53,"756588537635","fms_prd - 756588537635","i-0f3bd725302daab1a","ap-northeast-2","AWS Seoul",
"ec2-prd-fleet-mgmt-system-ufms-backend-vehicle(#2)","EC2 Instance","aws",8,1,0,0,0,18,147,408,46,"756588537635","fms_prd - 756588537635","i-0b89e745ea7d78e7c","ap-northeast-2","AWS Seoul",
"ec2-prd-fleet-mgmt-system-ufms-ai-service(#1)","EC2 Instance","aws",8,1,0,0,0,24,196,582,55,"756588537635","fms_prd - 756588537635","i-0d645636463b6e972","ap-northeast-2","AWS Seoul",
"ec2-prd-fleet-mgmt-system-ufms-backend-business(#2)","EC2 Instance","aws",8,1,0,0,0,18,147,408,46,"756588537635","fms_prd - 756588537635","i-0fca860f4c94220df","ap-northeast-2","AWS Seoul",
"ec2-iptvs-iptvott-aisearch-api-prod#1","EC2 Instance","aws",5,3,1,0,0,51,767,2087,211,"971216839324","IPTV_OTT_SEARCH_prod - 971216839324","i-01a1d22a2dfb6251d","ap-northeast-2","AWS Seoul",
"ec2-iptvs-iptvott-aisearch-api-prod#2","EC2 Instance","aws",5,3,1,0,0,51,766,2080,210,"971216839324","IPTV_OTT_SEARCH_prod - 971216839324","i-0c3c1951f41a68073","ap-northeast-2","AWS Seoul",
"ec2-an2-dev-mvoip-bastion-01a","EC2 Instance","aws",4,3,1,0,0,28,234,591,63,"637423436679","aws-dev-mvoip010 - 637423436679","i-0936c808f4dfdf28d","ap-northeast-2","AWS Seoul",
"ec2-an2-prod-mvoip-media-01-az2a","EC2 Instance","aws",6,1,1,0,0,22,211,561,56,"891376931275","aws-prd-mvoip010 - 891376931275","i-028c3e5f0552cd98b","ap-northeast-2","AWS Seoul",
"ec2-an2-prod-mvoip-media-06-az2c","EC2 Instance","aws",6,1,1,0,0,23,215,587,58,"891376931275","aws-prd-mvoip010 - 891376931275","i-08f848f6c4539914e","ap-northeast-2","AWS Seoul",
"ec2-an2-prod-mvoip-media-03-az2a","EC2 Instance","aws",6,1,1,0,0,22,211,561,56,"891376931275","aws-prd-mvoip010 - 891376931275","i-08c38a0127628a39a","ap-northeast-2","AWS Seoul",
"ec2-an2-prod-mvoip-media-08-az2c","EC2 Instance","aws",6,1,1,0,0,23,212,586,58,"891376931275","aws-prd-mvoip010 - 891376931275","i-0db5674eba8a606ec","ap-northeast-2","AWS Seoul",
"ec2-an2-prod-mvoip-media-05-az2a","EC2 Instance","aws",6,1,1,0,0,22,208,560,56,"891376931275","aws-prd-mvoip010 - 891376931275","i-071d993c3885a211b","ap-northeast-2","AWS Seoul",
"ec2-an2-prod-mvoip-media-02-az2c","EC2 Instance","aws",6,1,1,0,0,22,208,560,56,"891376931275","aws-prd-mvoip010 - 891376931275","i-0cad98c9c8d0c3f11","ap-northeast-2","AWS Seoul",
"ec2-an2-prod-mvoip-media-07-az2a","EC2 Instance","aws",6,1,1,0,0,23,215,587,58,"891376931275","aws-prd-mvoip010 - 891376931275","i-0f0de75be96b4b28d","ap-northeast-2","AWS Seoul",
"ec2-an2-prod-mvoip-media-09-az2a","EC2 Instance","aws",6,1,1,0,0,23,212,586,58,"891376931275","aws-prd-mvoip010 - 891376931275","i-09a349b9c6779ef41","ap-northeast-2","AWS Seoul",
"ec2-an2-prod-mvoip-media-10-az2c","EC2 Instance","aws",6,1,1,0,0,23,212,586,58,"891376931275","aws-prd-mvoip010 - 891376931275","i-0a25299c15da7c879","ap-northeast-2","AWS Seoul",
"ec2-an2-prod-mvoip-media-04-az2c","EC2 Instance","aws",6,1,1,0,0,22,208,560,56,"891376931275","aws-prd-mvoip010 - 891376931275","i-08f1346a0cfa48b77","ap-northeast-2","AWS Seoul",
"ec2-stg-livc-rec-1","EC2 Instance","aws",5,2,1,0,0,11,596,1244,211,"240297559337","U+Liveclass_DevEx - 240297559337","i-0cb7b8dd31f733d14","ap-northeast-2","AWS Seoul",
"ec2-stg-livc-fdcms-1","EC2 Instance","aws",5,2,1,0,0,11,601,1247,211,"240297559337","U+Liveclass_DevEx - 240297559337","i-0b8ad47363d32b8b0","ap-northeast-2","AWS Seoul",
"ec2-stg-fleet-mgmt-system-ufms-ai-service","EC2 Instance","aws",7,1,0,0,0,15,42,70,20,"642025919684","fms_stg - 642025919684","i-02a804e21888f8b6d","ap-northeast-2","AWS Seoul",
"ec2-stg-fleet-mgmt-system-ufms-gw-service","EC2 Instance","aws",7,1,0,0,0,15,41,70,20,"642025919684","fms_stg - 642025919684","i-01e20bad50718cdbe","ap-northeast-2","AWS Seoul",
"ec2-stg-fleet-mgmt-system-ufms-ai-service","EC2 Instance","aws",7,1,0,0,0,15,42,70,20,"642025919684","fms_stg - 642025919684","i-0a8f08490c27d5543","ap-northeast-2","AWS Seoul",
"ec2-stg-fleet-mgmt-system-ufms-backend-business","EC2 Instance","aws",7,1,0,0,0,15,41,70,20,"642025919684","fms_stg - 642025919684","i-00fa775eca12cf67b","ap-northeast-2","AWS Seoul",
"ec2-stg-fleet-mgmt-system-ufms-backend-vehicle","EC2 Instance","aws",7,1,0,0,0,15,41,70,20,"642025919684","fms_stg - 642025919684","i-000138744c717798e","ap-northeast-2","AWS Seoul",
"ec2-stg-fleet-mgmt-system-ufms-backend-business","EC2 Instance","aws",7,1,0,0,0,15,41,70,20,"642025919684","fms_stg - 642025919684","i-0fc0f5b9a409e41b0","ap-northeast-2","AWS Seoul",
"ec2-stg-fleet-mgmt-system-ufms-gw-service","EC2 Instance","aws",7,1,0,0,0,15,41,70,20,"642025919684","fms_stg - 642025919684","i-0c254f02b6d64762a","ap-northeast-2","AWS Seoul",
"ec2-stg-fleet-mgmt-system-ufms-backend-vehicle","EC2 Instance","aws",7,1,0,0,0,15,41,70,20,"642025919684","fms_stg - 642025919684","i-0ea85eafab182a8bd","ap-northeast-2","AWS Seoul",
"ec2-dev-fleet-mgmt-system-ufms-driving-server","EC2 Instance","aws",7,1,0,0,0,15,41,70,20,"595459082527","fms_dev - 595459082527","i-06de41d142b5dab7b","ap-northeast-2","AWS Seoul",
"ec2-dev-fleet-mgmt-system-ufms-analysis-server","EC2 Instance","aws",7,1,0,0,0,15,41,70,20,"595459082527","fms_dev - 595459082527","i-0726365e9a0351996","ap-northeast-2","AWS Seoul",
"ec2-dev-fleet-mgmt-system-ufms-operation-server","EC2 Instance","aws",7,1,0,0,0,15,41,70,20,"595459082527","fms_dev - 595459082527","i-0776643e2acd543ab","ap-northeast-2","AWS Seoul",
"ec2-dev-fleet-mgmt-system-ufms-ai-service","EC2 Instance","aws",7,1,0,0,0,15,42,70,20,"595459082527","fms_dev - 595459082527","i-01144ed7f0d6eb2e1","ap-northeast-2","AWS Seoul",
"ec2-dev-fleet-mgmt-system-ufms-backend-vehicle","EC2 Instance","aws",7,1,0,0,0,15,41,70,20,"595459082527","fms_dev - 595459082527","i-034ad8a6bb0e620ef","ap-northeast-2","AWS Seoul",
"ec2-dev-fleet-mgmt-system-ufms-gw-service","EC2 Instance","aws",7,1,0,0,0,15,41,70,20,"595459082527","fms_dev - 595459082527","i-072c58aa92d7a99f9","ap-northeast-2","AWS Seoul",
